victim,mix_name,attackers,base_med,bg_med,sd_med,sd_avg
dijkstra,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",108748619.50,109518492.50,1.0071,1.0079
dijkstra,MIX_TOP1x3,"MEM MEM MEM",108748619.50,110705699.50,1.0180,1.0203
dijkstra,MIX_TOP1_TOP2_TOP3,"MEM MTH_MEM PR_TLB",108748619.50,111050308.50,1.0212,1.0261
dijkstra,MIX_TOP1x2_TOP2,"MEM MEM MTH_MEM",108748619.50,110599913.00,1.0170,1.0161
dijkstra,MIX_TOP2x3,"MTH_MEM MTH_MEM MTH_MEM",108748619.50,110242248.00,1.0137,1.0151
dijkstra,MIX_TOP1_TOP3x2,"MEM PR_TLB PR_TLB",108748619.50,111106969.50,1.0217,1.0244
duff,SOLO3_CACHE,"CACHE CACHE CACHE",4789.50,4783.00,0.9986,0.9706
duff,SOLO3_BUS,"BUS BUS BUS",4789.50,4775.50,0.9971,0.9179
duff,SOLO3_MEM,"MEM MEM MEM",4789.50,5379.50,1.1232,1.5471
duff,SOLO3_POINTER,"POINTER POINTER POINTER",4789.50,4766.00,0.9951,0.8779
duff,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",4789.50,4782.00,0.9984,0.8357
duff,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",4789.50,5795.00,1.2099,1.0447
duff,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",4789.50,4756.00,0.9930,0.8962
duff,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",4789.50,10303.50,2.1513,2.6426
duff,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",4789.50,5533.50,1.1553,0.9717
duff,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",4789.50,4740.00,0.9897,0.9383
duff,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",4789.50,4792.00,1.0005,0.8639
duff,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",4789.50,5027.00,1.0496,1.4134
duff,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",4789.50,4795.00,1.0011,0.8480
duff,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",4789.50,4826.50,1.0077,0.8984
duff,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",4789.50,4862.00,1.0151,0.9058
duff,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",4789.50,4847.00,1.0120,0.8694
duff,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",4789.50,4717.00,0.9849,1.0443
duff,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",4789.50,4838.50,1.0102,0.8740
duff,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",4789.50,4750.50,0.9919,0.9345
duff,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",4789.50,4878.00,1.0185,1.0817
duff,MIX_TOP1x3,"MTH_MEM MTH_MEM MTH_MEM",4789.50,5797.00,1.2104,1.4497
duff,MIX_TOP1_TOP2_TOP3,"MTH_MEM MTH_CACHE MTH_POINTER",4789.50,8428.00,1.7597,2.1760
duff,MIX_TOP1x2_TOP2,"MTH_MEM MTH_MEM MTH_CACHE",4789.50,7560.00,1.5785,1.9698
duff,MIX_TOP2x3,"MTH_CACHE MTH_CACHE MTH_CACHE",4789.50,4804.00,1.0030,1.0030
duff,MIX_TOP1_TOP3x2,"MTH_MEM MTH_POINTER MTH_POINTER",4789.50,4831.50,1.0088,0.8674
epic,SOLO3_CACHE,"CACHE CACHE CACHE",5562163.00,5635665.50,1.0132,1.0133
epic,SOLO3_BUS,"BUS BUS BUS",5562163.00,5563965.50,1.0003,1.0030
epic,SOLO3_MEM,"MEM MEM MEM",5562163.00,5681252.50,1.0214,1.0281
epic,SOLO3_POINTER,"POINTER POINTER POINTER",5562163.00,5650374.00,1.0159,1.0174
epic,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",5562163.00,5562452.50,1.0001,1.0005
epic,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",5562163.00,5630190.50,1.0122,1.0142
epic,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",5562163.00,5675786.50,1.0204,1.0207
epic,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",5562163.00,5717753.00,1.0280,1.0499
epic,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",5562163.00,5555927.00,0.9989,1.0021
epic,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",5562163.00,5520068.00,0.9924,0.9934
epic,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",5562163.00,5564072.50,1.0003,1.0007
epic,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",5562163.00,5650649.50,1.0159,1.0206
epic,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",5562163.00,5542609.50,0.9965,0.9992
epic,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",5562163.00,5585968.00,1.0043,1.0059
epic,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",5562163.00,5535654.50,0.9952,0.9964
epic,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",5562163.00,5632784.00,1.0127,1.0158
epic,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",5562163.00,5559453.00,0.9995,1.0011
epic,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",5562163.00,5559794.00,0.9996,1.0000
epic,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",5562163.00,5530660.50,0.9943,0.9957
epic,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",5562163.00,5618184.00,1.0101,1.0091
epic,MIX_TOP1x3,"MTH_MEM MTH_MEM MTH_MEM",5562163.00,5706818.00,1.0260,1.0286
epic,MIX_TOP1_TOP2_TOP3,"MTH_MEM MEM MTH_BUS",5562163.00,5793952.00,1.0417,1.0564
epic,MIX_TOP1x2_TOP2,"MTH_MEM MTH_MEM MEM",5562163.00,5657994.50,1.0172,1.0227
epic,MIX_TOP2x3,"MEM MEM MEM",5562163.00,5616621.00,1.0098,1.0160
epic,MIX_TOP1_TOP3x2,"MTH_MEM MTH_BUS MTH_BUS",5562163.00,5667863.00,1.0190,1.0264
fac,SOLO3_CACHE,"CACHE CACHE CACHE",741.00,1132.00,1.5277,1.7681
fac,SOLO3_BUS,"BUS BUS BUS",741.00,791.50,1.0682,2.6314
fac,SOLO3_MEM,"MEM MEM MEM",741.00,1526.00,2.0594,3.6097
fac,SOLO3_POINTER,"POINTER POINTER POINTER",741.00,1585.50,2.1397,2.1118
fac,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",741.00,786.00,1.0607,0.9470
fac,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",741.00,729.50,0.9845,1.3071
fac,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",741.00,724.00,0.9771,3.4619
fac,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",741.00,1571.50,2.1208,4.3542
fac,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",741.00,766.50,1.0344,1.0411
fac,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",741.00,848.00,1.1444,1.4879
fac,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",741.00,800.00,1.0796,1.1520
fac,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",741.00,789.00,1.0648,1.6407
fac,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",741.00,823.00,1.1107,1.2672
fac,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",741.00,907.00,1.2240,1.4437
fac,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",741.00,1435.00,1.9366,1.3518
fac,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",741.00,865.00,1.1673,1.6174
fac,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",741.00,1132.50,1.5283,1.5653
fac,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",741.00,765.00,1.0324,1.1657
fac,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",741.00,864.50,1.1667,1.3544
fac,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",741.00,1300.50,1.7551,2.1009
fac,MIX_TOP1x3,"POINTER POINTER POINTER",741.00,3847.00,5.1916,3.2061
fac,MIX_TOP1_TOP2_TOP3,"POINTER MTH_MEM MEM",741.00,2909.00,3.9258,5.7954
fac,MIX_TOP1x2_TOP2,"POINTER POINTER MTH_MEM",741.00,967.00,1.3050,3.9696
fac,MIX_TOP2x3,"MTH_MEM MTH_MEM MTH_MEM",741.00,1117.50,1.5081,3.4718
fac,MIX_TOP1_TOP3x2,"POINTER MEM MEM",741.00,900.00,1.2146,3.3464
fft,SOLO3_CACHE,"CACHE CACHE CACHE",979871.00,986805.50,1.0071,1.0055
fft,SOLO3_BUS,"BUS BUS BUS",979871.00,990384.50,1.0107,1.0117
fft,SOLO3_MEM,"MEM MEM MEM",979871.00,994967.00,1.0154,1.0212
fft,SOLO3_POINTER,"POINTER POINTER POINTER",979871.00,1000572.00,1.0211,1.0177
fft,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",979871.00,971111.00,0.9911,0.9900
fft,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",979871.00,991539.50,1.0119,1.0053
fft,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",979871.00,980726.00,1.0009,1.0040
fft,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",979871.00,995378.00,1.0158,1.0404
fft,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",979871.00,976868.50,0.9969,0.9946
fft,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",979871.00,974486.00,0.9945,0.9929
fft,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",979871.00,983531.50,1.0037,1.0002
fft,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",979871.00,1013344.00,1.0342,1.0321
fft,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",979871.00,976680.50,0.9967,0.9940
fft,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",979871.00,975453.00,0.9955,0.9996
fft,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",979871.00,976437.50,0.9965,0.9952
fft,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",979871.00,1019145.50,1.0401,1.0434
fft,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",979871.00,976023.00,0.9961,0.9961
fft,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",979871.00,986435.50,1.0067,1.0040
fft,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",979871.00,971242.50,0.9912,0.9903
fft,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",979871.00,995271.50,1.0157,1.0126
fft,MIX_TOP1x3,"PR_TLB PR_TLB PR_TLB",979871.00,1020125.00,1.0411,1.0400
fft,MIX_TOP1_TOP2_TOP3,"PR_TLB PR_CACHE POINTER",979871.00,1007927.50,1.0286,1.0272
fft,MIX_TOP1x2_TOP2,"PR_TLB PR_TLB PR_CACHE",979871.00,1034307.00,1.0556,1.0420
fft,MIX_TOP2x3,"PR_CACHE PR_CACHE PR_CACHE",979871.00,1005840.00,1.0265,1.0285
fft,MIX_TOP1_TOP3x2,"PR_TLB POINTER POINTER",979871.00,1011373.50,1.0321,1.0358
filterbank,SOLO3_CACHE,"CACHE CACHE CACHE",15631621.50,15617215.00,0.9991,0.9990
filterbank,SOLO3_BUS,"BUS BUS BUS",15631621.50,15637989.00,1.0004,1.0028
filterbank,SOLO3_MEM,"MEM MEM MEM",15631621.50,15732631.00,1.0065,1.0070
filterbank,SOLO3_POINTER,"POINTER POINTER POINTER",15631621.50,15645955.00,1.0009,1.0007
filterbank,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",15631621.50,15614563.50,0.9989,0.9988
filterbank,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",15631621.50,15645987.00,1.0009,1.0006
filterbank,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",15631621.50,15641478.50,1.0006,1.0007
filterbank,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",15631621.50,15773828.00,1.0091,1.0165
filterbank,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",15631621.50,15614887.00,0.9989,0.9995
filterbank,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",15631621.50,15606811.00,0.9984,0.9985
filterbank,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",15631621.50,15630332.50,0.9999,1.0001
filterbank,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",15631621.50,15669014.50,1.0024,1.0023
filterbank,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",15631621.50,15611954.00,0.9987,0.9989
filterbank,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",15631621.50,15627056.00,0.9997,1.0001
filterbank,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",15631621.50,15610865.50,0.9987,0.9992
filterbank,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",15631621.50,15689406.50,1.0037,1.0039
filterbank,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",15631621.50,15611210.00,0.9987,0.9988
filterbank,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",15631621.50,15624076.50,0.9995,0.9994
filterbank,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",15631621.50,15607920.00,0.9985,0.9985
filterbank,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",15631621.50,15666186.00,1.0022,1.0026
filterbank,MIX_TOP1x3,"MTH_MEM MTH_MEM MTH_MEM",15631621.50,15697393.00,1.0042,1.0087
filterbank,MIX_TOP1_TOP2_TOP3,"MTH_MEM MEM PR_TLB",15631621.50,15655519.50,1.0015,1.0016
filterbank,MIX_TOP1x2_TOP2,"MTH_MEM MTH_MEM MEM",15631621.50,15719639.50,1.0056,1.0091
filterbank,MIX_TOP2x3,"MEM MEM MEM",15631621.50,15625569.50,0.9996,0.9995
filterbank,MIX_TOP1_TOP3x2,"MTH_MEM PR_TLB PR_TLB",15631621.50,15841921.50,1.0135,1.0156
fir2dim,SOLO3_CACHE,"CACHE CACHE CACHE",13017.50,13100.50,1.0064,0.9921
fir2dim,SOLO3_BUS,"BUS BUS BUS",13017.50,13079.00,1.0047,1.1257
fir2dim,SOLO3_MEM,"MEM MEM MEM",13017.50,14454.50,1.1104,1.6269
fir2dim,SOLO3_POINTER,"POINTER POINTER POINTER",13017.50,21410.50,1.6447,1.3578
fir2dim,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",13017.50,13005.00,0.9990,1.0101
fir2dim,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",13017.50,14402.50,1.1064,1.2038
fir2dim,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",13017.50,12998.50,0.9985,1.0247
fir2dim,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",13017.50,17082.00,1.3122,1.6834
fir2dim,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",13017.50,13085.00,1.0052,0.9335
fir2dim,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",13017.50,13016.50,0.9999,0.9724
fir2dim,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",13017.50,13168.50,1.0116,0.9920
fir2dim,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",13017.50,12995.00,0.9983,1.1125
fir2dim,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",13017.50,13069.00,1.0040,1.0215
fir2dim,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",13017.50,13034.00,1.0013,0.9562
fir2dim,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",13017.50,14837.00,1.1398,1.0358
fir2dim,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",13017.50,13122.50,1.0081,0.9411
fir2dim,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",13017.50,13040.00,1.0017,0.9911
fir2dim,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",13017.50,16023.50,1.2309,1.1309
fir2dim,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",13017.50,13067.50,1.0038,0.9197
fir2dim,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",13017.50,18510.00,1.4219,1.2480
fir2dim,MIX_TOP1x3,"POINTER POINTER POINTER",13017.50,14589.50,1.1208,1.0837
fir2dim,MIX_TOP1_TOP2_TOP3,"POINTER PR_SPAWN MTH_MEM",13017.50,13990.00,1.0747,1.4255
fir2dim,MIX_TOP1x2_TOP2,"POINTER POINTER PR_SPAWN",13017.50,16827.50,1.2927,1.1505
fir2dim,MIX_TOP2x3,"PR_SPAWN PR_SPAWN PR_SPAWN",13017.50,19116.50,1.4685,1.2667
fir2dim,MIX_TOP1_TOP3x2,"POINTER MTH_MEM MTH_MEM",13017.50,20879.50,1.6040,1.8332
fmref,SOLO3_CACHE,"CACHE CACHE CACHE",654084.50,673171.50,1.0292,1.0243
fmref,SOLO3_BUS,"BUS BUS BUS",654084.50,661255.00,1.0110,1.0232
fmref,SOLO3_MEM,"MEM MEM MEM",654084.50,663846.50,1.0149,1.0363
fmref,SOLO3_POINTER,"POINTER POINTER POINTER",654084.50,688145.50,1.0521,1.0422
fmref,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",654084.50,654495.00,1.0006,1.0005
fmref,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",654084.50,679196.50,1.0384,1.0247
fmref,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",654084.50,662570.50,1.0130,1.0748
fmref,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",654084.50,668080.00,1.0214,1.0934
fmref,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",654084.50,656708.00,1.0040,0.9996
fmref,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",654084.50,654403.50,1.0005,1.0030
fmref,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",654084.50,670187.00,1.0246,1.0172
fmref,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",654084.50,714877.50,1.0929,1.0791
fmref,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",654084.50,662080.00,1.0122,1.0118
fmref,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",654084.50,679583.00,1.0390,1.0214
fmref,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",654084.50,656848.50,1.0042,0.9999
fmref,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",654084.50,685631.00,1.0482,1.0386
fmref,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",654084.50,665572.50,1.0176,1.0109
fmref,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",654084.50,666123.00,1.0184,1.0105
fmref,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",654084.50,658694.00,1.0070,1.0064
fmref,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",654084.50,686423.50,1.0494,1.0391
fmref,MIX_TOP1x3,"PR_CACHE PR_CACHE PR_CACHE",654084.50,706262.00,1.0798,1.0576
fmref,MIX_TOP1_TOP2_TOP3,"PR_CACHE POINTER PR_SPAWN",654084.50,676968.50,1.0350,1.0338
fmref,MIX_TOP1x2_TOP2,"PR_CACHE PR_CACHE POINTER",654084.50,715825.00,1.0944,1.0706
fmref,MIX_TOP2x3,"POINTER POINTER POINTER",654084.50,688627.50,1.0528,1.0456
fmref,MIX_TOP1_TOP3x2,"PR_CACHE PR_SPAWN PR_SPAWN",654084.50,697052.00,1.0657,1.0582
g723_enc,SOLO3_CACHE,"CACHE CACHE CACHE",1033081.00,1065658.00,1.0315,1.0223
g723_enc,SOLO3_BUS,"BUS BUS BUS",1033081.00,1053873.00,1.0201,1.0130
g723_enc,SOLO3_MEM,"MEM MEM MEM",1033081.00,1045776.50,1.0123,1.0203
g723_enc,SOLO3_POINTER,"POINTER POINTER POINTER",1033081.00,1067159.50,1.0330,1.0239
g723_enc,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",1033081.00,1033737.50,1.0006,1.0002
g723_enc,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",1033081.00,1050720.50,1.0171,1.0045
g723_enc,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",1033081.00,1037977.00,1.0047,1.0026
g723_enc,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",1033081.00,1049308.00,1.0157,1.0229
g723_enc,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",1033081.00,1039377.50,1.0061,1.0019
g723_enc,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",1033081.00,1030093.00,0.9971,0.9930
g723_enc,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",1033081.00,1044120.50,1.0107,1.0039
g723_enc,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",1033081.00,1103243.50,1.0679,1.0612
g723_enc,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",1033081.00,1030580.00,0.9976,0.9935
g723_enc,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",1033081.00,1052197.00,1.0185,1.0157
g723_enc,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",1033081.00,1034960.50,1.0018,0.9971
g723_enc,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",1033081.00,1060895.50,1.0269,1.0228
g723_enc,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",1033081.00,1059903.50,1.0260,1.0178
g723_enc,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",1033081.00,1054245.00,1.0205,1.0133
g723_enc,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",1033081.00,1029476.50,0.9965,0.9938
g723_enc,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",1033081.00,1061713.00,1.0277,1.0217
g723_enc,MIX_TOP1x3,"PR_CACHE PR_CACHE PR_CACHE",1033081.00,1089675.00,1.0548,1.0641
g723_enc,MIX_TOP1_TOP2_TOP3,"PR_CACHE POINTER CACHE",1033081.00,1057788.00,1.0239,1.0201
g723_enc,MIX_TOP1x2_TOP2,"PR_CACHE PR_CACHE POINTER",1033081.00,1069035.00,1.0348,1.0275
g723_enc,MIX_TOP2x3,"POINTER POINTER POINTER",1033081.00,1057514.50,1.0237,1.0164
g723_enc,MIX_TOP1_TOP3x2,"PR_CACHE CACHE CACHE",1033081.00,1047803.00,1.0143,1.0145
gsm_dec,SOLO3_CACHE,"CACHE CACHE CACHE",3777224.50,3852436.00,1.0199,1.0236
gsm_dec,SOLO3_BUS,"BUS BUS BUS",3777224.50,3864599.50,1.0231,1.0202
gsm_dec,SOLO3_MEM,"MEM MEM MEM",3777224.50,3791900.50,1.0039,1.0227
gsm_dec,SOLO3_POINTER,"POINTER POINTER POINTER",3777224.50,3811024.50,1.0089,1.0101
gsm_dec,SOLO3_PIPELINE,"PIPELINE PIPELINE PIPELINE",3777224.50,3739685.00,0.9901,0.9938
gsm_dec,SOLO3_MTH_CACHE,"MTH_CACHE MTH_CACHE MTH_CACHE",3777224.50,3798932.00,1.0057,1.0054
gsm_dec,SOLO3_MTH_BUS,"MTH_BUS MTH_BUS MTH_BUS",3777224.50,3818028.50,1.0108,1.0136
gsm_dec,SOLO3_MTH_MEM,"MTH_MEM MTH_MEM MTH_MEM",3777224.50,3925661.00,1.0393,1.0397
gsm_dec,SOLO3_MTH_POINTER,"MTH_POINTER MTH_POINTER MTH_POINTER",3777224.50,3745475.50,0.9916,0.9931
gsm_dec,SOLO3_MTH_PIPELINE,"MTH_PIPELINE MTH_PIPELINE MTH_PIPELINE",3777224.50,3736956.50,0.9893,0.9912
gsm_dec,SOLO3_MTH_SYSCALLS,"MTH_SYSCALLS MTH_SYSCALLS MTH_SYSCALLS",3777224.50,3774743.50,0.9993,1.0008
gsm_dec,SOLO3_PR_CACHE,"PR_CACHE PR_CACHE PR_CACHE",3777224.50,3853127.00,1.0201,1.0315
gsm_dec,SOLO3_PR_MEMBUS,"PR_MEMBUS PR_MEMBUS PR_MEMBUS",3777224.50,3784874.00,1.0020,1.0017
gsm_dec,SOLO3_PR_ROWBUF,"PR_ROWBUF PR_ROWBUF PR_ROWBUF",3777224.50,3807313.00,1.0080,1.0130
gsm_dec,SOLO3_PR_POINTER,"PR_POINTER PR_POINTER PR_POINTER",3777224.50,3787745.00,1.0028,1.0128
gsm_dec,SOLO3_PR_TLB,"PR_TLB PR_TLB PR_TLB",3777224.50,3836080.00,1.0156,1.0156
gsm_dec,SOLO3_PR_DISKIO,"PR_DISKIO PR_DISKIO PR_DISKIO",3777224.50,3787593.50,1.0027,1.0048
gsm_dec,SOLO3_PR_FILESYS,"PR_FILESYS PR_FILESYS PR_FILESYS",3777224.50,3787089.50,1.0026,1.0038
gsm_dec,SOLO3_PR_NET,"PR_NET PR_NET PR_NET",3777224.50,3739030.50,0.9899,0.9936
gsm_dec,SOLO3_PR_SPAWN,"PR_SPAWN PR_SPAWN PR_SPAWN",3777224.50,3829564.00,1.0139,1.0162
gsm_dec,MIX_TOP1x3,"MTH_MEM MTH_MEM MTH_MEM",3777224.50,3982624.00,1.0544,1.0532
