[warn] cannot read /sys/devices/system/cpu/cpu4/cpufreq/scaling_governor (errno=2: No such file or directory); cpufreq pinning skipped for cpu4
[warn] cannot pin /sys/devices/system/cpu/cpu4/cpufreq/scaling_max_freq = 1600000 (errno=2: No such file or directory)
[warn] cannot pin /sys/devices/system/cpu/cpu4/cpufreq/scaling_min_freq = 1600000 (errno=2: No such file or directory)
[info] cpu0..cpu4 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=5, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM  cpu4=MEM
sched_setaffinity: Invalid argument
[sample=0] cpu=0 bench=fir2dim cycles=67765 instructions=10128 cache-misses=22
[sample=17] cpu=0 bench=fir2dim cycles=16575 instructions=10124 cache-misses=10
[sample=18] cpu=0 bench=fir2dim cycles=15694 instructions=10117 cache-misses=5
[sample=19] cpu=0 bench=fir2dim cycles=15080 instructions=10120 cache-misses=7
[sample=20] cpu=0 bench=fir2dim cycles=14819 instructions=10120 cache-misses=5
[sample=21] cpu=0 bench=fir2dim cycles=14998 instructions=10119 cache-misses=9
[sample=22] cpu=0 bench=fir2dim cycles=17179 instructions=10121 cache-misses=8
[sample=23] cpu=0 bench=fir2dim cycles=16788 instructions=10121 cache-misses=8
[sample=24] cpu=0 bench=fir2dim cycles=16444 instructions=10122 cache-misses=8
[sample=25] cpu=0 bench=fir2dim cycles=15367 instructions=10119 cache-misses=7
[sample=26] cpu=0 bench=fir2dim cycles=15395 instructions=10117 cache-misses=5
[sample=27] cpu=0 bench=fir2dim cycles=14845 instructions=10125 cache-misses=8
[sample=28] cpu=0 bench=fir2dim cycles=14119 instructions=10121 cache-misses=6
[sample=29] cpu=0 bench=fir2dim cycles=16010 instructions=10122 cache-misses=10
[sample=30] cpu=0 bench=fir2dim cycles=16609 instructions=10120 cache-misses=8
[sample=31] cpu=0 bench=fir2dim cycles=15330 instructions=10118 cache-misses=9
[sample=32] cpu=0 bench=fir2dim cycles=15773 instructions=10123 cache-misses=6
[sample=33] cpu=0 bench=fir2dim cycles=15083 instructions=10122 cache-misses=7
[sample=34] cpu=0 bench=fir2dim cycles=16372 instructions=10126 cache-misses=10
[sample=35] cpu=0 bench=fir2dim cycles=14674 instructions=10120 cache-misses=6
[sample=36] cpu=0 bench=fir2dim cycles=15251 instructions=10122 cache-misses=5
[sample=37] cpu=0 bench=fir2dim cycles=17002 instructions=10122 cache-misses=10
[sample=38] cpu=0 bench=fir2dim cycles=18200 instructions=10119 cache-misses=8
[sample=39] cpu=0 bench=fir2dim cycles=17443 instructions=10123 cache-misses=7
[sample=40] cpu=0 bench=fir2dim cycles=16938 instructions=10122 cache-misses=12
[sample=41] cpu=0 bench=fir2dim cycles=15281 instructions=10121 cache-misses=6
[sample=42] cpu=0 bench=fir2dim cycles=15305 instructions=10119 cache-misses=11
[sample=43] cpu=0 bench=fir2dim cycles=14926 instructions=10119 cache-misses=7
[sample=44] cpu=0 bench=fir2dim cycles=16028 instructions=10126 cache-misses=9
[sample=45] cpu=0 bench=fir2dim cycles=16684 instructions=10117 cache-misses=12
[sample=46] cpu=0 bench=fir2dim cycles=15884 instructions=10119 cache-misses=8
[sample=47] cpu=0 bench=fir2dim cycles=15963 instructions=10130 cache-misses=8
[sample=48] cpu=0 bench=fir2dim cycles=15239 instructions=10116 cache-misses=8
[sample=49] cpu=0 bench=fir2dim cycles=16077 instructions=10122 cache-misses=6
[sample=50] cpu=0 bench=fir2dim cycles=15553 instructions=10119 cache-misses=8
[sample=51] cpu=0 bench=fir2dim cycles=15166 instructions=10126 cache-misses=6
[sample=52] cpu=0 bench=fir2dim cycles=19525 instructions=10121 cache-misses=10
[sample=53] cpu=0 bench=fir2dim cycles=16076 instructions=10118 cache-misses=10
[sample=54] cpu=0 bench=fir2dim cycles=14967 instructions=10116 cache-misses=9
[sample=55] cpu=0 bench=fir2dim cycles=16587 instructions=10124 cache-misses=7
[sample=56] cpu=0 bench=fir2dim cycles=14734 instructions=10114 cache-misses=3
[sample=57] cpu=0 bench=fir2dim cycles=16531 instructions=10118 cache-misses=8
[sample=58] cpu=0 bench=fir2dim cycles=14655 instructions=10125 cache-misses=7
[sample=59] cpu=0 bench=fir2dim cycles=14510 instructions=10120 cache-misses=7
[sample=60] cpu=0 bench=fir2dim cycles=16350 instructions=10121 cache-misses=8
[sample=61] cpu=0 bench=fir2dim cycles=15933 instructions=10121 cache-misses=8
[sample=62] cpu=0 bench=fir2dim cycles=20565 instructions=10120 cache-misses=9
[sample=63] cpu=0 bench=fir2dim cycles=18072 instructions=10115 cache-misses=8
[sample=64] cpu=0 bench=fir2dim cycles=14390 instructions=10118 cache-misses=6
[sample=65] cpu=0 bench=fir2dim cycles=16192 instructions=10121 cache-misses=10
[sample=66] cpu=0 bench=fir2dim cycles=18641 instructions=10124 cache-misses=7
[sample=67] cpu=0 bench=fir2dim cycles=15507 instructions=10116 cache-misses=6
[sample=68] cpu=0 bench=fir2dim cycles=16375 instructions=10117 cache-misses=10
[sample=69] cpu=0 bench=fir2dim cycles=16206 instructions=10125 cache-misses=11
[sample=70] cpu=0 bench=fir2dim cycles=15115 instructions=10119 cache-misses=7
[sample=71] cpu=0 bench=fir2dim cycles=16338 instructions=10123 cache-misses=9
[sample=72] cpu=0 bench=fir2dim cycles=19050 instructions=10120 cache-misses=8
[sample=73] cpu=0 bench=fir2dim cycles=19969 instructions=10122 cache-misses=10
[sample=74] cpu=0 bench=fir2dim cycles=15202 instructions=10117 cache-misses=7
[sample=75] cpu=0 bench=fir2dim cycles=14433 instructions=10121 cache-misses=6
[sample=76] cpu=0 bench=fir2dim cycles=14902 instructions=10122 cache-misses=10
[sample=77] cpu=0 bench=fir2dim cycles=16154 instructions=10125 cache-misses=8
[sample=78] cpu=0 bench=fir2dim cycles=15397 instructions=10129 cache-misses=6
[sample=79] cpu=0 bench=fir2dim cycles=15553 instructions=10123 cache-misses=8
[sample=80] cpu=0 bench=fir2dim cycles=16244 instructions=10119 cache-misses=9
[sample=81] cpu=0 bench=fir2dim cycles=15920 instructions=10123 cache-misses=11
[sample=82] cpu=0 bench=fir2dim cycles=15967 instructions=10121 cache-misses=5
[sample=83] cpu=0 bench=fir2dim cycles=15504 instructions=10125 cache-misses=12
[sample=84] cpu=0 bench=fir2dim cycles=14486 instructions=10121 cache-misses=6
[sample=85] cpu=0 bench=fir2dim cycles=15489 instructions=10119 cache-misses=9
[sample=86] cpu=0 bench=fir2dim cycles=15026 instructions=10116 cache-misses=7
[sample=87] cpu=0 bench=fir2dim cycles=14948 instructions=10122 cache-misses=9
[sample=88] cpu=0 bench=fir2dim cycles=16366 instructions=10121 cache-misses=5
[sample=89] cpu=0 bench=fir2dim cycles=15695 instructions=10122 cache-misses=5
[sample=90] cpu=0 bench=fir2dim cycles=14654 instructions=10117 cache-misses=7
[sample=91] cpu=0 bench=fir2dim cycles=16139 instructions=10117 cache-misses=8
[sample=92] cpu=0 bench=fir2dim cycles=15888 instructions=10119 cache-misses=13
[sample=93] cpu=0 bench=fir2dim cycles=15716 instructions=10120 cache-misses=6
[sample=94] cpu=0 bench=fir2dim cycles=19457 instructions=10120 cache-misses=6
[sample=95] cpu=0 bench=fir2dim cycles=14857 instructions=10119 cache-misses=8
[sample=96] cpu=0 bench=fir2dim cycles=14664 instructions=10123 cache-misses=10
[sample=97] cpu=0 bench=fir2dim cycles=19588 instructions=10125 cache-misses=8
[sample=98] cpu=0 bench=fir2dim cycles=15770 instructions=10122 cache-misses=7
[sample=99] cpu=0 bench=fir2dim cycles=16061 instructions=10124 cache-misses=11

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu4)
# event                          min                  max                  avg               median
  cycles                       13838                67765             16620.91             15886.00
  instructions                 10114                10130             10120.82             10121.00
  cache-misses                     3                   22                 8.16                 8.00
