[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=1, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=adpcm_dec cycles=339918 instructions=228477 cache-misses=59
[sample=43] cpu=0 bench=adpcm_dec cycles=314465 instructions=228468 cache-misses=9
[sample=44] cpu=0 bench=adpcm_dec cycles=314419 instructions=228469 cache-misses=10
[sample=45] cpu=0 bench=adpcm_dec cycles=314476 instructions=228469 cache-misses=10
[sample=46] cpu=0 bench=adpcm_dec cycles=314870 instructions=228468 cache-misses=19
[sample=47] cpu=0 bench=adpcm_dec cycles=314400 instructions=228469 cache-misses=17
[sample=48] cpu=0 bench=adpcm_dec cycles=339454 instructions=228472 cache-misses=52
[sample=49] cpu=0 bench=adpcm_dec cycles=315456 instructions=228471 cache-misses=32
[sample=50] cpu=0 bench=adpcm_dec cycles=315079 instructions=228471 cache-misses=20
[sample=51] cpu=0 bench=adpcm_dec cycles=314813 instructions=228470 cache-misses=16
[sample=52] cpu=0 bench=adpcm_dec cycles=314571 instructions=228469 cache-misses=10
[sample=53] cpu=0 bench=adpcm_dec cycles=314842 instructions=228470 cache-misses=13
[sample=54] cpu=0 bench=adpcm_dec cycles=314570 instructions=228469 cache-misses=12
[sample=55] cpu=0 bench=adpcm_dec cycles=343997 instructions=228476 cache-misses=68
[sample=56] cpu=0 bench=adpcm_dec cycles=320721 instructions=228473 cache-misses=37
[sample=57] cpu=0 bench=adpcm_dec cycles=314650 instructions=228471 cache-misses=24
[sample=58] cpu=0 bench=adpcm_dec cycles=314359 instructions=228469 cache-misses=15
[sample=59] cpu=0 bench=adpcm_dec cycles=314472 instructions=228469 cache-misses=13
[sample=60] cpu=0 bench=adpcm_dec cycles=314470 instructions=228469 cache-misses=11
[sample=61] cpu=0 bench=adpcm_dec cycles=314538 instructions=228468 cache-misses=10
[sample=62] cpu=0 bench=adpcm_dec cycles=314202 instructions=228469 cache-misses=14
[sample=63] cpu=0 bench=adpcm_dec cycles=314343 instructions=228469 cache-misses=12
[sample=64] cpu=0 bench=adpcm_dec cycles=314498 instructions=228468 cache-misses=13
[sample=65] cpu=0 bench=adpcm_dec cycles=314112 instructions=228468 cache-misses=12
[sample=66] cpu=0 bench=adpcm_dec cycles=314622 instructions=228468 cache-misses=11
[sample=67] cpu=0 bench=adpcm_dec cycles=314401 instructions=228469 cache-misses=9
[sample=68] cpu=0 bench=adpcm_dec cycles=314491 instructions=228469 cache-misses=11
[sample=69] cpu=0 bench=adpcm_dec cycles=314567 instructions=228468 cache-misses=14
[sample=70] cpu=0 bench=adpcm_dec cycles=314163 instructions=228469 cache-misses=14
[sample=71] cpu=0 bench=adpcm_dec cycles=342369 instructions=228470 cache-misses=70
[sample=72] cpu=0 bench=adpcm_dec cycles=320938 instructions=228472 cache-misses=42
[sample=73] cpu=0 bench=adpcm_dec cycles=314491 instructions=228472 cache-misses=15
[sample=74] cpu=0 bench=adpcm_dec cycles=314812 instructions=228473 cache-misses=34
[sample=75] cpu=0 bench=adpcm_dec cycles=314651 instructions=228470 cache-misses=26
[sample=76] cpu=0 bench=adpcm_dec cycles=314455 instructions=228470 cache-misses=16
[sample=77] cpu=0 bench=adpcm_dec cycles=314289 instructions=228468 cache-misses=12
[sample=78] cpu=0 bench=adpcm_dec cycles=314696 instructions=228468 cache-misses=12
[sample=79] cpu=0 bench=adpcm_dec cycles=314388 instructions=228469 cache-misses=12
[sample=80] cpu=0 bench=adpcm_dec cycles=314425 instructions=228469 cache-misses=11
[sample=81] cpu=0 bench=adpcm_dec cycles=314150 instructions=228468 cache-misses=14
[sample=82] cpu=0 bench=adpcm_dec cycles=314402 instructions=228469 cache-misses=17
[sample=83] cpu=0 bench=adpcm_dec cycles=314537 instructions=228469 cache-misses=12
[sample=84] cpu=0 bench=adpcm_dec cycles=314789 instructions=228468 cache-misses=11
[sample=85] cpu=0 bench=adpcm_dec cycles=314265 instructions=228468 cache-misses=9
[sample=86] cpu=0 bench=adpcm_dec cycles=314515 instructions=228467 cache-misses=9
[sample=87] cpu=0 bench=adpcm_dec cycles=314370 instructions=228467 cache-misses=9
[sample=88] cpu=0 bench=adpcm_dec cycles=314530 instructions=228468 cache-misses=7
[sample=89] cpu=0 bench=adpcm_dec cycles=314169 instructions=228468 cache-misses=13
[sample=90] cpu=0 bench=adpcm_dec cycles=314161 instructions=228467 cache-misses=11
[sample=91] cpu=0 bench=adpcm_dec cycles=342611 instructions=228471 cache-misses=76
[sample=92] cpu=0 bench=adpcm_dec cycles=319894 instructions=228471 cache-misses=38
[sample=93] cpu=0 bench=adpcm_dec cycles=315489 instructions=228471 cache-misses=54
[sample=94] cpu=0 bench=adpcm_dec cycles=314874 instructions=228471 cache-misses=28
[sample=95] cpu=0 bench=adpcm_dec cycles=315169 instructions=228470 cache-misses=26
[sample=96] cpu=0 bench=adpcm_dec cycles=314633 instructions=228471 cache-misses=16
[sample=97] cpu=0 bench=adpcm_dec cycles=314610 instructions=228469 cache-misses=10
[sample=98] cpu=0 bench=adpcm_dec cycles=315145 instructions=228470 cache-misses=26
[sample=99] cpu=0 bench=adpcm_dec cycles=314690 instructions=228471 cache-misses=30

# Statistics over 100 samples on cpu0 bench=adpcm_dec (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                      314112               344510            317215.02            314570.50
  instructions                228467               228477            228469.58            228469.00
  cache-misses                     4                   76                20.35                13.00
