[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=adpcm_dec cycles=350172 instructions=228477 cache-misses=60
[sample=25] cpu=0 bench=adpcm_dec cycles=316308 instructions=228473 cache-misses=50
[sample=26] cpu=0 bench=adpcm_dec cycles=316430 instructions=228470 cache-misses=57
[sample=27] cpu=0 bench=adpcm_dec cycles=316864 instructions=228472 cache-misses=51
[sample=28] cpu=0 bench=adpcm_dec cycles=317299 instructions=228471 cache-misses=50
[sample=29] cpu=0 bench=adpcm_dec cycles=317127 instructions=228475 cache-misses=41
[sample=30] cpu=0 bench=adpcm_dec cycles=323392 instructions=228473 cache-misses=52
[sample=31] cpu=0 bench=adpcm_dec cycles=317461 instructions=228470 cache-misses=49
[sample=32] cpu=0 bench=adpcm_dec cycles=322266 instructions=228471 cache-misses=58
[sample=33] cpu=0 bench=adpcm_dec cycles=317322 instructions=228472 cache-misses=49
[sample=34] cpu=0 bench=adpcm_dec cycles=316127 instructions=228472 cache-misses=49
[sample=35] cpu=0 bench=adpcm_dec cycles=315601 instructions=228471 cache-misses=48
[sample=36] cpu=0 bench=adpcm_dec cycles=315944 instructions=228471 cache-misses=49
[sample=37] cpu=0 bench=adpcm_dec cycles=315449 instructions=228471 cache-misses=46
[sample=38] cpu=0 bench=adpcm_dec cycles=315629 instructions=228471 cache-misses=46
[sample=39] cpu=0 bench=adpcm_dec cycles=315596 instructions=228471 cache-misses=48
[sample=40] cpu=0 bench=adpcm_dec cycles=316267 instructions=228471 cache-misses=48
[sample=41] cpu=0 bench=adpcm_dec cycles=316937 instructions=228472 cache-misses=48
[sample=42] cpu=0 bench=adpcm_dec cycles=315504 instructions=228470 cache-misses=51
[sample=43] cpu=0 bench=adpcm_dec cycles=316267 instructions=228471 cache-misses=53
[sample=44] cpu=0 bench=adpcm_dec cycles=318896 instructions=228471 cache-misses=67
[sample=45] cpu=0 bench=adpcm_dec cycles=317492 instructions=228474 cache-misses=50
[sample=46] cpu=0 bench=adpcm_dec cycles=316032 instructions=228471 cache-misses=49
[sample=47] cpu=0 bench=adpcm_dec cycles=322402 instructions=228472 cache-misses=57
[sample=48] cpu=0 bench=adpcm_dec cycles=317846 instructions=228472 cache-misses=43
[sample=49] cpu=0 bench=adpcm_dec cycles=317935 instructions=228469 cache-misses=42
[sample=50] cpu=0 bench=adpcm_dec cycles=319182 instructions=228471 cache-misses=57
[sample=51] cpu=0 bench=adpcm_dec cycles=317722 instructions=228472 cache-misses=46
[sample=52] cpu=0 bench=adpcm_dec cycles=317358 instructions=228473 cache-misses=57
[sample=53] cpu=0 bench=adpcm_dec cycles=317221 instructions=228471 cache-misses=48
[sample=54] cpu=0 bench=adpcm_dec cycles=316248 instructions=228472 cache-misses=48
[sample=55] cpu=0 bench=adpcm_dec cycles=315934 instructions=228471 cache-misses=46
[sample=56] cpu=0 bench=adpcm_dec cycles=316790 instructions=228473 cache-misses=63
[sample=57] cpu=0 bench=adpcm_dec cycles=316493 instructions=228472 cache-misses=47
[sample=58] cpu=0 bench=adpcm_dec cycles=316087 instructions=228473 cache-misses=57
[sample=59] cpu=0 bench=adpcm_dec cycles=316649 instructions=228470 cache-misses=50
[sample=60] cpu=0 bench=adpcm_dec cycles=316323 instructions=228472 cache-misses=48
[sample=61] cpu=0 bench=adpcm_dec cycles=316042 instructions=228472 cache-misses=49
[sample=62] cpu=0 bench=adpcm_dec cycles=316196 instructions=228473 cache-misses=47
[sample=63] cpu=0 bench=adpcm_dec cycles=315549 instructions=228470 cache-misses=51
[sample=64] cpu=0 bench=adpcm_dec cycles=316758 instructions=228472 cache-misses=43
[sample=65] cpu=0 bench=adpcm_dec cycles=316352 instructions=228473 cache-misses=48
[sample=66] cpu=0 bench=adpcm_dec cycles=316619 instructions=228472 cache-misses=44
[sample=67] cpu=0 bench=adpcm_dec cycles=316225 instructions=228472 cache-misses=45
[sample=68] cpu=0 bench=adpcm_dec cycles=315391 instructions=228471 cache-misses=49
[sample=69] cpu=0 bench=adpcm_dec cycles=318517 instructions=228472 cache-misses=44
[sample=70] cpu=0 bench=adpcm_dec cycles=317353 instructions=228472 cache-misses=45
[sample=71] cpu=0 bench=adpcm_dec cycles=321485 instructions=228470 cache-misses=53
[sample=72] cpu=0 bench=adpcm_dec cycles=316323 instructions=228472 cache-misses=48
[sample=73] cpu=0 bench=adpcm_dec cycles=315430 instructions=228474 cache-misses=56
[sample=74] cpu=0 bench=adpcm_dec cycles=316231 instructions=228474 cache-misses=47
[sample=75] cpu=0 bench=adpcm_dec cycles=315456 instructions=228470 cache-misses=57
[sample=76] cpu=0 bench=adpcm_dec cycles=316018 instructions=228472 cache-misses=54
[sample=77] cpu=0 bench=adpcm_dec cycles=316106 instructions=228471 cache-misses=47
[sample=78] cpu=0 bench=adpcm_dec cycles=316336 instructions=228473 cache-misses=50
[sample=79] cpu=0 bench=adpcm_dec cycles=316301 instructions=228473 cache-misses=57
[sample=80] cpu=0 bench=adpcm_dec cycles=316013 instructions=228473 cache-misses=50
[sample=81] cpu=0 bench=adpcm_dec cycles=318065 instructions=228471 cache-misses=46
[sample=82] cpu=0 bench=adpcm_dec cycles=316523 instructions=228473 cache-misses=49
[sample=83] cpu=0 bench=adpcm_dec cycles=316349 instructions=228472 cache-misses=47
[sample=84] cpu=0 bench=adpcm_dec cycles=316840 instructions=228471 cache-misses=54
[sample=85] cpu=0 bench=adpcm_dec cycles=316144 instructions=228472 cache-misses=54
[sample=86] cpu=0 bench=adpcm_dec cycles=316183 instructions=228470 cache-misses=44
[sample=87] cpu=0 bench=adpcm_dec cycles=316537 instructions=228470 cache-misses=51
[sample=88] cpu=0 bench=adpcm_dec cycles=316153 instructions=228469 cache-misses=54
[sample=89] cpu=0 bench=adpcm_dec cycles=315808 instructions=228471 cache-misses=48
[sample=90] cpu=0 bench=adpcm_dec cycles=316211 instructions=228473 cache-misses=47
[sample=91] cpu=0 bench=adpcm_dec cycles=318926 instructions=228473 cache-misses=51
[sample=92] cpu=0 bench=adpcm_dec cycles=316719 instructions=228469 cache-misses=49
[sample=93] cpu=0 bench=adpcm_dec cycles=332675 instructions=228475 cache-misses=62
[sample=94] cpu=0 bench=adpcm_dec cycles=325988 instructions=228473 cache-misses=45
[sample=95] cpu=0 bench=adpcm_dec cycles=327150 instructions=228472 cache-misses=49
[sample=96] cpu=0 bench=adpcm_dec cycles=335954 instructions=228471 cache-misses=58
[sample=97] cpu=0 bench=adpcm_dec cycles=318215 instructions=228471 cache-misses=50
[sample=98] cpu=0 bench=adpcm_dec cycles=321975 instructions=228471 cache-misses=51
[sample=99] cpu=0 bench=adpcm_dec cycles=316369 instructions=228471 cache-misses=49

# Statistics over 100 samples on cpu0 bench=adpcm_dec (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                      315391               356100            318899.12            316682.50
  instructions                228469               228477            228471.88            228472.00
  cache-misses                    41                   94                50.52                49.00
