[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  cpu1=BUS  cpu2=BUS  cpu3=BUS
[sample=0] cpu=0 bench=adpcm_dec cycles=355345 instructions=228483 cache-misses=63
[sample=59] cpu=0 bench=adpcm_dec cycles=314998 instructions=228473 cache-misses=45
[sample=60] cpu=0 bench=adpcm_dec cycles=315023 instructions=228471 cache-misses=41
[sample=61] cpu=0 bench=adpcm_dec cycles=315002 instructions=228471 cache-misses=41
[sample=62] cpu=0 bench=adpcm_dec cycles=321656 instructions=228472 cache-misses=44
[sample=63] cpu=0 bench=adpcm_dec cycles=315451 instructions=228472 cache-misses=43
[sample=64] cpu=0 bench=adpcm_dec cycles=314856 instructions=228472 cache-misses=46
[sample=65] cpu=0 bench=adpcm_dec cycles=315887 instructions=228473 cache-misses=46
[sample=66] cpu=0 bench=adpcm_dec cycles=314865 instructions=228471 cache-misses=39
[sample=67] cpu=0 bench=adpcm_dec cycles=316562 instructions=228473 cache-misses=44
[sample=68] cpu=0 bench=adpcm_dec cycles=315092 instructions=228472 cache-misses=42
[sample=69] cpu=0 bench=adpcm_dec cycles=315536 instructions=228471 cache-misses=41
[sample=70] cpu=0 bench=adpcm_dec cycles=315099 instructions=228472 cache-misses=49
[sample=71] cpu=0 bench=adpcm_dec cycles=315840 instructions=228476 cache-misses=55
[sample=72] cpu=0 bench=adpcm_dec cycles=315475 instructions=228471 cache-misses=42
[sample=73] cpu=0 bench=adpcm_dec cycles=315356 instructions=228472 cache-misses=43
[sample=74] cpu=0 bench=adpcm_dec cycles=316010 instructions=228472 cache-misses=46
[sample=75] cpu=0 bench=adpcm_dec cycles=315324 instructions=228472 cache-misses=38
[sample=76] cpu=0 bench=adpcm_dec cycles=315790 instructions=228472 cache-misses=40
[sample=77] cpu=0 bench=adpcm_dec cycles=315250 instructions=228471 cache-misses=45
[sample=78] cpu=0 bench=adpcm_dec cycles=315147 instructions=228472 cache-misses=43
[sample=79] cpu=0 bench=adpcm_dec cycles=314997 instructions=228472 cache-misses=45
[sample=80] cpu=0 bench=adpcm_dec cycles=315338 instructions=228472 cache-misses=40
[sample=81] cpu=0 bench=adpcm_dec cycles=315618 instructions=228471 cache-misses=46
[sample=82] cpu=0 bench=adpcm_dec cycles=314946 instructions=228471 cache-misses=45
[sample=83] cpu=0 bench=adpcm_dec cycles=315379 instructions=228472 cache-misses=45
[sample=84] cpu=0 bench=adpcm_dec cycles=315211 instructions=228473 cache-misses=44
[sample=85] cpu=0 bench=adpcm_dec cycles=315704 instructions=228471 cache-misses=43
[sample=86] cpu=0 bench=adpcm_dec cycles=315407 instructions=228473 cache-misses=44
[sample=87] cpu=0 bench=adpcm_dec cycles=319128 instructions=228474 cache-misses=71
[sample=88] cpu=0 bench=adpcm_dec cycles=321498 instructions=228472 cache-misses=41
[sample=89] cpu=0 bench=adpcm_dec cycles=317216 instructions=228471 cache-misses=42
[sample=90] cpu=0 bench=adpcm_dec cycles=317323 instructions=228472 cache-misses=41
[sample=91] cpu=0 bench=adpcm_dec cycles=319593 instructions=228471 cache-misses=47
[sample=92] cpu=0 bench=adpcm_dec cycles=317678 instructions=228473 cache-misses=45
[sample=93] cpu=0 bench=adpcm_dec cycles=317823 instructions=228471 cache-misses=41
[sample=94] cpu=0 bench=adpcm_dec cycles=319586 instructions=228476 cache-misses=58
[sample=95] cpu=0 bench=adpcm_dec cycles=318705 instructions=228472 cache-misses=44
[sample=96] cpu=0 bench=adpcm_dec cycles=323661 instructions=228473 cache-misses=45
[sample=97] cpu=0 bench=adpcm_dec cycles=321220 instructions=228475 cache-misses=39
[sample=98] cpu=0 bench=adpcm_dec cycles=317592 instructions=228476 cache-misses=43
[sample=99] cpu=0 bench=adpcm_dec cycles=323547 instructions=228473 cache-misses=40

# Statistics over 100 samples on cpu0 bench=adpcm_dec (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                      314856               355345            317146.80            315455.00
  instructions                228470               228483            228472.36            228472.00
  cache-misses                    32                   78                44.99                44.00
